"#","Код","Параметр:Код:Давление","Параметр:Код:Подсоединение","Параметр:Код:Размер шкалы","Параметр:Код:Заполнение глицерином","Параметр:Код:Поверка","Параметр:Код:Конфигурация"
,"G20-S-10M-40F-V1,5bar","от -1 до 1.5бар","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-V3bar","от -1 до 3бар","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-V5bar","от -1 до 5бар","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-V9bar","от -1 до 9бар","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-V15bar","от -1 до 15бар","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-V24bar","от -1 до 24бар","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40A-V0bar","от -1 до 0бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V0,6bar","от -1 до 0.6бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V1,5bar","от -1 до 1.5бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V3bar","от -1 до 3бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V5bar","от -1 до 5бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V9bar","от -1 до 9бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V15bar","от -1 до 15бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V24bar","от -1 до 24бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40B-V0bar","от -1 до 0бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V0,6bar","от -1 до 0.6бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V1,5bar","от -1 до 1.5бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V3bar","от -1 до 3бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V5bar","от -1 до 5бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V9bar","от -1 до 9бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V15bar","от -1 до 15бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V24bar","от -1 до 24бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40F-V0bar","от -1 до 0бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V0,6bar","от -1 до 0.6бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V1,5bar","от -1 до 1.5бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V3bar","от -1 до 3бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V5bar","от -1 до 5бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V9bar","от -1 до 9бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V15bar","от -1 до 15бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V24bar","от -1 до 24бар","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2G-40A-V0kPa","от -100 до 0КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-V60kPa","от -100 до 60КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-V150kPa","от -100 до 150КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-V300kPa","от -100 до 300КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-V500kPa","от -100 до 500КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-V0,9MPa","от -0.1 до 0.9МПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-V1,5MPa","от -0.1 до 1.5МПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-V2,4MPa","от -0.1 до 2.4МПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40B-V0kPa","от -100 до 0КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-V60kPa","от -100 до 60КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-V150kPa","от -100 до 150КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-V300kPa","от -100 до 300КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-V500kPa","от -100 до 500КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-V0,9MPa","от -0.1 до 0.9МПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-V1,5MPa","от -0.1 до 1.5МПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-V2,4MPa","от -0.1 до 2.4МПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40F-V0kPa","от -100 до 0КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-V60kPa","от -100 до 60КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-V150kPa","от -100 до 150КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-V300kPa","от -100 до 300КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-V500kPa","от -100 до 500КПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-V0,9MPa","от -0.1 до 0.9МПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-V1,5MPa","от -0.1 до 1.5МПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2G-40F-V2,4MPa","от -0.1 до 2.4МПа","G 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40A-V0kPa","от -100 до 0КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-V60kPa","от -100 до 60КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-V150kPa","от -100 до 150КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-V300kPa","от -100 до 300КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-V500kPa","от -100 до 500КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-V0,9MPa","от -0.1 до 0.9МПа","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-V1,5MPa","от -0.1 до 1.5МПа","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-V2,4MPa","от -0.1 до 2.4МПа","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40B-V0kPa","от -100 до 0КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-V60kPa","от -100 до 60КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-V150kPa","от -100 до 150КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-V300kPa","от -100 до 300КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-V500kPa","от -100 до 500КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-V0,9MPa","от -0.1 до 0.9МПа","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-V1,5MPa","от -0.1 до 1.5МПа","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-V2,4MPa","от -0.1 до 2.4МПа","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40F-V0kPa","от -100 до 0КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-V60kPa","от -100 до 60КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-V150kPa","от -100 до 150КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-V300kPa","от -100 до 300КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-V500kPa","от -100 до 500КПа","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-V0,9MPa","от -0.1 до 0.9МПа","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-V1,5MPa","от -0.1 до 1.5МПа","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-10M-40F-V2,4MPa","от -0.1 до 2.4МПа","M10x1","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40A-V0kPa","от -100 до 0КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V60kPa","от -100 до 60КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V150kPa","от -100 до 150КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V300kPa","от -100 до 300КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V500kPa","от -100 до 500КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V0,9MPa","от -0.1 до 0.9МПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V1,5MPa","от -0.1 до 1.5МПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40A-V2,4MPa","от -0.1 до 2.4МПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2N-40B-V0kPa","от -100 до 0КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V60kPa","от -100 до 60КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V150kPa","от -100 до 150КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V300kPa","от -100 до 300КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V500kPa","от -100 до 500КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V0,9MPa","от -0.1 до 0.9МПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V1,5MPa","от -0.1 до 1.5МПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40B-V2,4MPa","от -0.1 до 2.4МПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2N-40F-V0kPa","от -100 до 0КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V60kPa","от -100 до 60КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V150kPa","от -100 до 150КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V300kPa","от -100 до 300КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V500kPa","от -100 до 500КПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V0,9MPa","от -0.1 до 0.9МПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V1,5MPa","от -0.1 до 1.5МПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2N-40F-V2,4MPa","от -0.1 до 2.4МПа","NPT 1/8","40мм","нет","нет","<img src=assets/inventory/F.png>"
,"G20-S-2G-40A-8psi","от 0 до 8psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-15psi","от 0 до 15psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-23psi","от 0 до 23psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-35psi","от 0 до 35psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-60psi","от 0 до 60psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-85psi","от 0 до 85psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-150psi","от 0 до 150psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-230psi","от 0 до 230psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-350psi","от 0 до 350psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-600psi","от 0 до 600psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-850psi","от 0 до 850psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-1500psi","от 0 до 1500psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-2300psi","от 0 до 2300psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-3500psi","от 0 до 3500psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40A-6000psi","от 0 до 6000psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-2G-40B-8psi","от 0 до 8psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-15psi","от 0 до 15psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-23psi","от 0 до 23psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-35psi","от 0 до 35psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-60psi","от 0 до 60psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-85psi","от 0 до 85psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-150psi","от 0 до 150psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-230psi","от 0 до 230psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-350psi","от 0 до 350psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-600psi","от 0 до 600psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-850psi","от 0 до 850psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-1500psi","от 0 до 1500psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-2300psi","от 0 до 2300psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-3500psi","от 0 до 3500psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-2G-40B-6000psi","от 0 до 6000psi","G 1/8","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40A-8psi","от 0 до 8psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-15psi","от 0 до 15psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-23psi","от 0 до 23psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-35psi","от 0 до 35psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-60psi","от 0 до 60psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-85psi","от 0 до 85psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-150psi","от 0 до 150psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-230psi","от 0 до 230psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-350psi","от 0 до 350psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-600psi","от 0 до 600psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-850psi","от 0 до 850psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-1500psi","от 0 до 1500psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-2300psi","от 0 до 2300psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-3500psi","от 0 до 3500psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40A-6000psi","от 0 до 6000psi","M10x1","40мм","нет","нет","<img src=assets/inventory/A.png>"
,"G20-S-10M-40B-8psi","от 0 до 8psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-15psi","от 0 до 15psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-23psi","от 0 до 23psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-35psi","от 0 до 35psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-60psi","от 0 до 60psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-85psi","от 0 до 85psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-150psi","от 0 до 150psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-230psi","от 0 до 230psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-350psi","от 0 до 350psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-600psi","от 0 до 600psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-850psi","от 0 до 850psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-1500psi","от 0 до 1500psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-2300psi","от 0 до 2300psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-3500psi","от 0 до 3500psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
,"G20-S-10M-40B-6000psi","от 0 до 6000psi","M10x1","40мм","нет","нет","<img src=assets/inventory/B.png>"
