#,Заказной код,Параметр:Заказной код:Подсоединение,"Параметр:Заказной код:Длина, мм",Параметр:Заказной код:Количество поплавков,"Параметр:Заказной код:Материалы, контактирующие со средой",Параметр:Заказной код:Форма контакта,Параметр:Заказной код:Размер поплавка таблица,Параметр:Заказной код:Размер поплавка
,"LS-302P-4-3-11-F-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,Полипропилен,50x75 (Полипропилен),SPDT (150V AC/DC),три F - (ПП)
,"LS-302P-4-3-11-F-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,Полипропилен,50x75 (Полипропилен),SPDT (150V AC/DC),три F - (ПП)
,"LS-303P-5-1-1-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-1-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-1-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-1-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-3-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-3-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-3-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-3-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-4-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-4-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-4-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-4-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-6-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-6-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-6-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-6-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-7-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-7-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-7-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-7-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-9-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-9-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-9-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-9-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-10-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-10-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-10-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-1-10-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPST (230V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-2-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-2-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-2-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-2-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-5-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-5-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-5-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-5-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-8-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-8-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-8-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-8-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-11-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-11-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-11-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-2-11-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPDT (250V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-2-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-2-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-2-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-2-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-5-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-5-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-5-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-5-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-8-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-8-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-8-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-8-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-11-G-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,1000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-11-G-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,2000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-11-G-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,3000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-303P-5-3-11-G-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G3/8,4000,три,ПВДФ,50x75 (ПВДФ),SPDT (150V AC/DC),три G - (ПВДФ)
,"LS-304P-2-1-1-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-1-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-1-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-1-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-3-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-3-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-3-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-3-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-4-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-4-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-4-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-4-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-6-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-6-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-6-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-6-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-7-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-7-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-7-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-7-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-9-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-9-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-9-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-9-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-10-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-10-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-10-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-1-10-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-2-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-2-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-2-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-2-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-5-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-5-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-5-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-5-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-8-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-8-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-8-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-8-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-11-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-11-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-11-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-2-11-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPDT (250V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-2-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-2-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-2-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-2-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-5-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-5-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-5-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-5-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-8-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-8-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-8-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-8-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-11-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-11-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-11-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-2-3-11-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,SS316,50x70 (ПВХ),SPDT (150V AC/DC),три H - (ПВХ)
,"LS-304P-3-1-1-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-3-1-1-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-3-1-1-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-3-1-1-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-3-1-3-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-3-1-3-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-3-1-3-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-3-1-3-H-L=4000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,4000,три,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-3-1-4-H-L=1000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,1000,три,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-3-1-4-H-L=2000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,2000,три,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
,"LS-304P-3-1-4-H-L=3000mm-l1=____mm __ON, l2=____mm __ON, l3=____mm __ON",G1/2,3000,три,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),три H - (ПВХ)
